domain,competition,bucket,rank,path,suffix,sha256,size_bytes,code_chars,markdown_chars,code_lines,code_cells,markdown_cells,good_hits,bad_hits,score,quality,reasons
Tabular,santander-customer-transaction-prediction,1st,1,Tabular/santander-customer-transaction-prediction/rank1_1st/nn-wo-pseudo-1-fold-seed.py,.py,fcf3e050a082c42e8318c90ca11a3e600d588b23d725ce2cf2e3f7bb5f1c0b13,13997,13997,0,252,1,0,5,0,59,strong,
Tabular,spaceship-titanic,10pct,120,Tabular/spaceship-titanic/rank120_10pct/spaceship-titanic-survival-prediction-model.ipynb,.ipynb,2dedba1337aeef246fffda5750fcf299381df2c34a3a09cb92d48e16a6eebc71,3070,1780,0,42,1,0,2,0,27,usable,
Tabular,spaceship-titanic,20pct,432,Tabular/spaceship-titanic/rank432_20pct/spaceship-titanic.ipynb,.ipynb,42357584e87e21ef6e902de4d589c3c498289be9de8311611965b270f4d4d95e,26063,12235,679,306,32,1,9,0,73,strong,
Tabular,spaceship-titanic,20pct,439,Tabular/spaceship-titanic/rank439_20pct/spaceship-titanic.ipynb,.ipynb,42357584e87e21ef6e902de4d589c3c498289be9de8311611965b270f4d4d95e,26063,12235,679,306,32,1,9,0,73,strong,
Tabular,spaceship-titanic,40pct,883,Tabular/spaceship-titanic/rank883_40pct/beginner-eda-to-clean-cv-gpu-catboost.ipynb,.ipynb,7f1bbb1464f8c87ed1995dc06789ee9019855f694d2f2d7a22bd064e2aa781d5,104361,73551,15767,1452,30,25,9,0,73,strong,
Tabular,spaceship-titanic,40pct,749,Tabular/spaceship-titanic/rank749_40pct/spaceship-titanic.ipynb,.ipynb,9611999022ed2bcf3a154e48ce6963682496157827d3e6d80c7d5b542f55f814,25163,21849,0,381,3,0,9,0,59,strong,
Tabular,spaceship-titanic,70pct,1620,Tabular/spaceship-titanic/rank1620_70pct/spaceship-titanic-0527.ipynb,.ipynb,5e911a950f658dee7545b07c5829fd0f4d0b42c7d2a95773e679613981d55f38,19484,10402,584,167,17,6,5,1,55,strong,bad_keyword
Tabular,spaceship-titanic,70pct,1596,Tabular/spaceship-titanic/rank1596_70pct/spaceship-titanic-0527.ipynb,.ipynb,5e911a950f658dee7545b07c5829fd0f4d0b42c7d2a95773e679613981d55f38,19484,10402,584,167,17,6,5,1,55,strong,bad_keyword
Tabular,spaceship-titanic,70pct,1597,Tabular/spaceship-titanic/rank1597_70pct/spaceship-titanic-0527.ipynb,.ipynb,5e911a950f658dee7545b07c5829fd0f4d0b42c7d2a95773e679613981d55f38,19484,10402,584,167,17,6,5,1,55,strong,bad_keyword
Tabular,spaceship-titanic,70pct,1575,Tabular/spaceship-titanic/rank1575_70pct/spaceship-titanic-0527.ipynb,.ipynb,5e911a950f658dee7545b07c5829fd0f4d0b42c7d2a95773e679613981d55f38,19484,10402,584,167,17,6,5,1,55,strong,bad_keyword
Tabular,titanic,10pct,1487,Tabular/titanic/rank1487_10pct/titanic-78-95-accurancy-eda-ensemble-learning.ipynb,.ipynb,8592b169a3cfa90724885d63d388beab023e20316273c13a9925c83b400669ab,29553,13782,6579,271,19,17,10,0,73,strong,
Tabular,titanic,10pct,1501,Tabular/titanic/rank1501_10pct/titanic-78-95-accurancy-eda-ensemble-learning.ipynb,.ipynb,8592b169a3cfa90724885d63d388beab023e20316273c13a9925c83b400669ab,29553,13782,6579,271,19,17,10,0,73,strong,
Tabular,titanic,10pct,941,Tabular/titanic/rank941_10pct/titanic.ipynb,.ipynb,223740049c97c2915d02fe04355e8dbe70f37774a1897cc0c1c25c4d8f3b50c1,6490,4261,54,74,3,1,4,0,45,strong,
Tabular,titanic,10pct,959,Tabular/titanic/rank959_10pct/titanic.ipynb,.ipynb,223740049c97c2915d02fe04355e8dbe70f37774a1897cc0c1c25c4d8f3b50c1,6490,4261,54,74,3,1,4,0,45,strong,
Tabular,titanic,1st,4,Tabular/titanic/rank4_1st/titanic-cv-v2.ipynb,.ipynb,9b83c426ea932087754d1cd9cf39c243c868b30ac7f3e37f67df6fa24e08e0bd,10855,7447,369,204,15,2,8,0,78,strong,
Tabular,titanic,1st,5,Tabular/titanic/rank5_1st/titanic-cv-v2.ipynb,.ipynb,9b83c426ea932087754d1cd9cf39c243c868b30ac7f3e37f67df6fa24e08e0bd,10855,7447,369,204,15,2,8,0,78,strong,
Tabular,titanic,1st,340,Tabular/titanic/rank340_1st/shido-titanic-v49-heavy-models.py,.py,3edffaaf26c0aa9e6c4c31df16785183bdd16b56fc93f1925ddb9c5a59e7d8a4,11100,10758,0,189,1,0,6,0,65,strong,
Tabular,titanic,20pct,2471,Tabular/titanic/rank2471_20pct/getting-started-with-titanic.ipynb,.ipynb,8fec848ad12703cc00bb27478bf3d3a9dfbf0976aa8fe5aa2f4a55163ce17156,12110,5790,0,125,14,0,9,1,55,strong,bad_keyword
Tabular,titanic,20pct,2504,Tabular/titanic/rank2504_20pct/getting-started-with-titanic.ipynb,.ipynb,8fec848ad12703cc00bb27478bf3d3a9dfbf0976aa8fe5aa2f4a55163ce17156,12110,5790,0,125,14,0,9,1,55,strong,bad_keyword
Tabular,titanic,20pct,2469,Tabular/titanic/rank2469_20pct/getting-started-with-titanic.ipynb,.ipynb,8fec848ad12703cc00bb27478bf3d3a9dfbf0976aa8fe5aa2f4a55163ce17156,12110,5790,0,125,14,0,9,1,55,strong,bad_keyword
Tabular,titanic,20pct,2445,Tabular/titanic/rank2445_20pct/getting-started-with-titanic.ipynb,.ipynb,8fec848ad12703cc00bb27478bf3d3a9dfbf0976aa8fe5aa2f4a55163ce17156,12110,5790,0,125,14,0,9,1,55,strong,bad_keyword
Tabular,titanic,40pct,4863,Tabular/titanic/rank4863_40pct/gettingstartedwithtitanic.ipynb,.ipynb,18236e6b8ffa07bff5d18f91c3697566795e0c196531db8e0516cfc08e13e95e,5015,2654,0,52,5,0,6,0,51,strong,
Tabular,titanic,40pct,4820,Tabular/titanic/rank4820_40pct/gettingstartedwithtitanic.ipynb,.ipynb,18236e6b8ffa07bff5d18f91c3697566795e0c196531db8e0516cfc08e13e95e,5015,2654,0,52,5,0,6,0,51,strong,
Tabular,titanic,40pct,4788,Tabular/titanic/rank4788_40pct/titanic-voting-stacking.ipynb,.ipynb,12f096c54f20ce7025c3004b328b8cc5e5a7e3e7642bab2c7d8486a838a11f02,36758,21424,349,402,36,6,10,2,49,strong,bad_keyword
Tabular,titanic,40pct,4780,Tabular/titanic/rank4780_40pct/titanic-voting-stacking.ipynb,.ipynb,12f096c54f20ce7025c3004b328b8cc5e5a7e3e7642bab2c7d8486a838a11f02,36758,21424,349,402,36,6,10,2,49,strong,bad_keyword
Tabular,titanic,70pct,8790,Tabular/titanic/rank8790_70pct/titanic-model.ipynb,.ipynb,7b13da506471ab77d45c5c150910398889c56d80c52c5f78e3606652a0c22221,20497,6060,0,201,37,0,9,1,55,strong,bad_keyword
Tabular,titanic,70pct,8908,Tabular/titanic/rank8908_70pct/titanic-model.ipynb,.ipynb,7b13da506471ab77d45c5c150910398889c56d80c52c5f78e3606652a0c22221,20497,6060,0,201,37,0,9,1,55,strong,bad_keyword
Tabular,titanic,70pct,8825,Tabular/titanic/rank8825_70pct/titanic-model.ipynb,.ipynb,7b13da506471ab77d45c5c150910398889c56d80c52c5f78e3606652a0c22221,20497,6060,0,201,37,0,9,1,55,strong,bad_keyword
Tabular,titanic,70pct,8904,Tabular/titanic/rank8904_70pct/titanic-model.ipynb,.ipynb,7b13da506471ab77d45c5c150910398889c56d80c52c5f78e3606652a0c22221,20497,6060,0,201,37,0,9,1,55,strong,bad_keyword
Time-Series,m5-forecasting-accuracy,10pct,825,Time-Series/m5-forecasting-accuracy/rank825_10pct/winning-solution-preprocessing.ipynb,.ipynb,fe9a99cbe5e0cbf35db2758c6dc71f3cf706e1c2f1a054b8b86a0c52c9968b2d,9371,8207,0,100,2,0,3,0,41,usable,
Time-Series,rossmann-store-sales,10pct,328,Time-Series/rossmann-store-sales/rank328_10pct/sales-heat-map-vizualization.Rmd,.Rmd,15b804a80b0065119f5121f214d1066961dd389b7e1fc84987e5434316095592,4577,4474,0,67,1,0,1,0,22,weak,
Time-Series,rossmann-store-sales,1st,6,Time-Series/rossmann-store-sales/rank6_1st/v03-h2o-rf.R,.R,efd28ed086baf6939c6d34c74501bccac364e327c5a9ac51038df5c0db947fa7,7702,7702,0,42,1,0,5,0,51,strong,
Time-Series,store-sales-time-series-forecasting,10pct,115,Time-Series/store-sales-time-series-forecasting/rank115_10pct/timeseries.ipynb,.ipynb,f36a23c9e22d04983ab65ebd440e7c68aac18317b588f24517b8f69a5579c0f6,23767,17775,0,300,12,0,6,0,67,strong,
Time-Series,store-sales-time-series-forecasting,10pct,118,Time-Series/store-sales-time-series-forecasting/rank118_10pct/timeseries.ipynb,.ipynb,f36a23c9e22d04983ab65ebd440e7c68aac18317b588f24517b8f69a5579c0f6,23767,17775,0,300,12,0,6,0,67,strong,
Time-Series,store-sales-time-series-forecasting,10pct,145,Time-Series/store-sales-time-series-forecasting/rank145_10pct/timeseries.ipynb,.ipynb,f36a23c9e22d04983ab65ebd440e7c68aac18317b588f24517b8f69a5579c0f6,23767,17775,0,300,12,0,6,0,67,strong,
Time-Series,store-sales-time-series-forecasting,1st,1,Time-Series/store-sales-time-series-forecasting/rank1_1st/team-store-sales-darts-lightgbm.ipynb,.ipynb,9b53aa9fd978ec71b8c66da8ef296fe3108c988eef9ab579842ec7141a4fffba,105951,37016,26751,778,51,69,7,0,78,strong,
Time-Series,store-sales-time-series-forecasting,20pct,151,Time-Series/store-sales-time-series-forecasting/rank151_20pct/sales-ridge-and-rfr.ipynb,.ipynb,27dc77c0bebad250dca1cfb126fead8d33b070bb55604b347f8b75d8b433c822,35754,16271,4022,358,34,15,6,0,73,strong,
Time-Series,store-sales-time-series-forecasting,20pct,165,Time-Series/store-sales-time-series-forecasting/rank165_20pct/top-160.ipynb,.ipynb,f7a328e353443a99adde9fab3f6047f7a5069148351716f82f841f01f0d6e553,22685,18810,102,290,3,1,5,1,47,strong,bad_keyword
Time-Series,store-sales-time-series-forecasting,20pct,192,Time-Series/store-sales-time-series-forecasting/rank192_20pct/top-160.ipynb,.ipynb,f7a328e353443a99adde9fab3f6047f7a5069148351716f82f841f01f0d6e553,22685,18810,102,290,3,1,5,1,47,strong,bad_keyword
Time-Series,store-sales-time-series-forecasting,70pct,677,Time-Series/store-sales-time-series-forecasting/rank677_70pct/baseline-greencube.ipynb,.ipynb,84774aa40bb1290ef192007423dc4716eb961e87698d2baf4202d970c48bccdf,30374,11442,8234,248,20,16,5,0,67,strong,
Time-Series,store-sales-time-series-forecasting,70pct,675,Time-Series/store-sales-time-series-forecasting/rank675_70pct/sales-forecast.ipynb,.ipynb,b718ee3d714d92387d65a1d5029583e2209f7e833acbad1e2e1b05133c7c9741,9857,4902,0,87,10,1,4,1,43,usable,bad_keyword
Time-Series,store-sales-time-series-forecasting,70pct,644,Time-Series/store-sales-time-series-forecasting/rank644_70pct/sales-forecast.ipynb,.ipynb,b718ee3d714d92387d65a1d5029583e2209f7e833acbad1e2e1b05133c7c9741,9857,4902,0,87,10,1,4,1,43,usable,bad_keyword
